"tipo_vivienda","region","area_construccion_m2","nro_habitantes","uso_aire_acondicionado","uso_calefaccion","zona_entorno","nro_electrodomesticos","consumo_kwh_mensual","gasto_usd_mensual"
"casa","sierra",128.1,5,"no","sí","comercial",11,252.4,34.28
"condominio","sierra",99.3,2,"no","sí","comercial",7,218,34.35
"departamento","sierra",69.7,3,"no","no","residencial",13,221.6,29.51
"departamento","costa",75.9,3,"no","no","residencial",10,165.8,26.19
"casa","costa",120.2,5,"sí","no","residencial",12,385.6,44.19
"casa","costa",132.6,5,"no","no","residencial",8,146.4,16.92
"casa","sierra",121.4,4,"no","no","residencial",7,172.7,26.66
"departamento","costa",84.2,5,"sí","no","comercial",9,265.8,33.97
"casa","sierra",94.5,6,"no","sí","comercial",9,283.2,43.39
"casa","oriente",116.2,2,"sí","no","residencial",4,204.8,28.6
"casa","sierra",117.9,2,"no","sí","residencial",9,259.5,29.92
"casa","sierra",112.8,5,"no","sí","comercial",10,279.3,41.63
"departamento","costa",71.9,4,"sí","no","residencial",9,237.3,28.71
"condominio","costa",100.2,7,"sí","no","residencial",9,377.5,47.69
"departamento","costa",80,3,"no","no","comercial",6,146.6,21.68
"casa","sierra",129.5,5,"no","no","comercial",7,185.5,26.04
"casa","costa",148.8,2,"sí","no","residencial",5,213.2,25.6
"condominio","costa",95.6,6,"sí","no","residencial",4,238.9,29.98
"casa","sierra",114.7,5,"no","no","comercial",12,201.8,28.17
"casa","costa",162.2,7,"sí","no","residencial",12,343.1,37.04
"departamento","costa",71.8,5,"no","no","comercial",7,174.2,27.38
"casa","sierra",108.9,2,"no","sí","residencial",7,208.7,27.43
"casa","sierra",130.2,4,"no","no","residencial",7,129.7,21.88
"departamento","oriente",77.2,3,"no","no","residencial",7,197.8,24.88
"casa","costa",129.6,3,"sí","no","residencial",7,263.6,35.2
"departamento","sierra",95.5,5,"sí","no","industrial",10,317,56.76
"casa","costa",175.9,6,"sí","no","comercial",9,364.1,47.56
"casa","sierra",144.6,5,"sí","no","residencial",9,254.8,34.39
"casa","costa",138.9,4,"no","no","industrial",9,134.2,24.48
"casa","costa",126.1,2,"sí","no","residencial",8,270.3,33.84
"casa","costa",112,5,"sí","no","comercial",8,342,47.54
"casa","sierra",121,3,"sí","no","comercial",8,267.1,40.68
"casa","costa",99.4,3,"no","no","residencial",3,172.4,23.3
"departamento","costa",96.3,5,"sí","no","residencial",7,312.4,36.19
"casa","sierra",132.6,3,"no","sí","residencial",10,253.9,32.78
"departamento","costa",105.7,4,"no","no","comercial",9,195.5,31.87
"departamento","costa",60,5,"sí","no","comercial",11,267.3,35.04
"casa","costa",114.8,3,"sí","no","residencial",7,231.7,26.78
"departamento","costa",60.5,5,"no","no","comercial",6,181.1,23.93
"departamento","costa",75.8,3,"no","no","residencial",6,166.3,25.26
"departamento","sierra",84.2,3,"sí","sí","residencial",8,341.3,40.52
"casa","oriente",136.6,4,"sí","no","residencial",5,231.4,26.85
"condominio","sierra",106,5,"no","sí","residencial",11,280.9,34.97
"departamento","costa",67.6,3,"no","no","residencial",8,188,21.56
"casa","sierra",118.2,7,"no","sí","industrial",9,314.8,55.84
"departamento","sierra",60.8,1,"no","no","residencial",9,116,18.19
"condominio","sierra",108.1,2,"no","sí","residencial",7,185,22.54
"casa","sierra",131.4,6,"no","no","residencial",8,197.3,26.13
"casa","costa",95,1,"sí","no","residencial",3,252,33.91
"casa","sierra",135.3,4,"no","sí","residencial",5,226.4,31.27
"casa","costa",138.7,6,"sí","no","comercial",8,320.5,45.45
"casa","costa",133,1,"sí","no","residencial",6,237.9,32.47
"departamento","costa",97.6,2,"sí","no","residencial",7,245.5,31.48
"departamento","costa",61.1,3,"no","no","residencial",5,221.4,31.28
"casa","oriente",102.1,4,"no","no","industrial",5,169.4,33.22
"departamento","costa",106.5,2,"sí","no","comercial",6,228.9,33.91
"departamento","sierra",94.6,3,"no","sí","residencial",10,278.8,33.23
"casa","oriente",113.9,6,"no","no","residencial",8,215.4,30.3
"casa","oriente",132,5,"no","no","comercial",9,203.8,29.54
"casa","sierra",156.2,6,"no","sí","residencial",9,251,28.42
"departamento","sierra",83.8,3,"sí","no","residencial",6,247.2,28.52
"condominio","costa",91.9,6,"no","no","comercial",7,189.9,30.17
"casa","sierra",108.4,2,"no","no","residencial",6,170.7,20.74
"departamento","oriente",57,4,"sí","no","industrial",6,266.6,45.67
"casa","costa",124.1,3,"no","no","comercial",9,215.3,29.92
"departamento","sierra",90.2,4,"sí","no","comercial",8,316.4,44.02
"casa","sierra",123.4,4,"no","sí","residencial",8,265,29.42
"departamento","costa",87.1,7,"no","no","residencial",9,250.2,29.38
"condominio","sierra",97,6,"no","no","residencial",9,238.2,26.7
"departamento","costa",89.4,3,"no","no","comercial",8,181.8,24.37
"casa","costa",103.4,5,"no","no","residencial",9,220.8,31.99
"casa","costa",115.6,2,"no","no","residencial",6,112.3,18.75
"casa","costa",119.2,4,"sí","no","residencial",10,284.4,37.27
"departamento","sierra",106.4,5,"sí","no","residencial",11,310.5,39.38
"casa","costa",78.8,2,"sí","no","industrial",6,248.9,44.52
"casa","costa",165.5,4,"no","no","comercial",8,190.2,29.76
"condominio","sierra",86,4,"sí","no","comercial",8,280.7,36
"casa","sierra",141.6,3,"no","no","residencial",8,156.7,24.38
"casa","oriente",114.7,2,"no","no","industrial",9,122,25.98
"casa","costa",114.3,6,"no","no","residencial",7,176.7,27.64
"casa","oriente",117.4,5,"no","no","industrial",8,175.4,34.64
"departamento","sierra",50,5,"no","no","residencial",6,208.5,30.79
"casa","sierra",177.5,5,"no","no","comercial",8,205.3,28.55
"casa","sierra",125.2,6,"sí","no","residencial",10,372.5,43.76
"departamento","sierra",93.4,3,"no","no","comercial",7,223,30.66
"departamento","sierra",68.1,3,"no","no","residencial",6,121.4,16.28
"departamento","oriente",65.5,4,"no","no","residencial",8,171.9,20.31
"casa","sierra",147.1,3,"no","sí","residencial",6,247.6,30.27
"casa","sierra",135.8,1,"no","no","industrial",6,183.9,34.5
"casa","costa",142.4,2,"sí","no","residencial",6,186.3,21.66
"departamento","costa",73.7,3,"no","no","residencial",6,191.5,28.33
"departamento","sierra",53.3,3,"no","no","residencial",10,173.8,24.05
"casa","costa",107.8,7,"no","no","industrial",5,201.5,37.71
"departamento","sierra",113.3,3,"no","no","comercial",7,182.5,29.11
"casa","costa",88.6,5,"sí","no","residencial",9,361.7,41.93
"condominio","costa",135.4,4,"sí","no","residencial",7,274.4,30.41
"casa","sierra",110.2,7,"sí","sí","residencial",9,379.2,43.35
"casa","oriente",88.7,3,"no","no","residencial",8,149.5,21.28
"departamento","costa",57.3,6,"no","no","residencial",9,244.2,27.12
"departamento","costa",87,4,"sí","no","residencial",8,293.8,37.83
"casa","sierra",114.3,4,"no","no","industrial",5,159.2,28.87
"condominio","sierra",50,4,"sí","sí","residencial",12,377,43.94
"casa","costa",112.6,3,"no","no","residencial",8,154.9,23.62
"casa","sierra",151.4,3,"no","no","residencial",7,193,23.71
"casa","sierra",113.1,4,"no","sí","residencial",6,272.3,31.35
"casa","sierra",151,4,"no","sí","residencial",10,267,35.32
"casa","costa",106.3,4,"sí","no","residencial",8,252.6,31.33
"casa","costa",134.8,1,"sí","no","comercial",7,267.6,34.94
"casa","oriente",113,3,"sí","no","residencial",8,268.7,31.61
"casa","sierra",138.2,2,"no","sí","residencial",9,231.7,30.27
"casa","oriente",83,4,"no","no","residencial",9,191.7,26.67
"casa","costa",124.1,6,"sí","no","residencial",9,322.7,38.67
"casa","sierra",147.1,6,"no","no","residencial",9,237.8,32.27
"condominio","costa",83.1,3,"sí","no","residencial",9,318.2,38.09
"casa","sierra",153.1,5,"sí","sí","residencial",9,307.6,37.93
"casa","costa",111.9,4,"sí","no","comercial",7,279.8,35.69
"condominio","costa",88.8,6,"sí","no","comercial",10,311.6,47.15
"departamento","costa",57.8,3,"sí","no","residencial",7,291.6,37.03
"casa","sierra",131.4,5,"sí","no","residencial",6,287.5,33.88
"casa","sierra",97.9,6,"no","no","residencial",13,245.5,30.6
"casa","sierra",91.7,2,"no","no","residencial",7,145.9,19.12
"casa","oriente",114.9,6,"no","no","residencial",8,201.1,27.27
"casa","costa",85.1,3,"sí","no","residencial",11,373.2,40.3
"departamento","sierra",62.3,4,"no","no","residencial",11,152.9,19.17
"casa","sierra",159,4,"no","sí","residencial",4,207.8,29.46
"condominio","sierra",100.9,4,"no","no","residencial",8,191.1,21.31
"casa","costa",137.1,3,"sí","no","residencial",3,228,27.7
"casa","costa",87.6,3,"no","no","residencial",6,160.3,23.87
"casa","costa",76.5,2,"sí","no","residencial",7,207.8,28.63
"departamento","sierra",99.2,3,"sí","sí","residencial",7,352.8,39.43
"casa","sierra",122,4,"no","no","residencial",5,162.4,20.77
"departamento","costa",112.4,5,"sí","no","residencial",8,237.4,26.11
"casa","sierra",140.9,4,"no","no","residencial",8,172.8,25.68
"departamento","sierra",50,3,"sí","sí","residencial",6,280.9,37.86
"casa","sierra",144.1,4,"no","no","residencial",7,170.3,23.91
"casa","costa",99.6,4,"sí","no","residencial",6,267.8,34.77
"departamento","costa",78.3,3,"no","no","residencial",2,86.1,15.91
"condominio","sierra",105.2,5,"no","no","residencial",8,226.6,29.27
"casa","oriente",106.3,5,"no","no","comercial",8,199.8,29.82
"casa","costa",104.7,4,"no","no","residencial",5,159.3,24.91
"casa","costa",120.2,4,"no","no","residencial",9,213.4,26.38
"casa","costa",125.4,2,"sí","no","residencial",9,253.4,27.73
"departamento","costa",50,4,"no","no","residencial",8,149.1,19.28
"condominio","costa",135.4,3,"sí","no","residencial",8,297.1,37.3
"departamento","costa",106.9,2,"sí","no","residencial",7,261,28.27
"condominio","costa",93.4,3,"sí","no","residencial",7,229.2,29.11
"departamento","sierra",50,6,"no","sí","comercial",10,316.9,46.12
"casa","sierra",140.5,2,"no","no","residencial",6,156.1,21.47
"casa","costa",160.4,3,"no","no","residencial",9,171.2,25.22
"casa","sierra",97.6,5,"no","sí","comercial",8,297.9,43.34
"casa","costa",123.2,5,"sí","no","residencial",10,375.7,43.94
"casa","sierra",90.9,4,"sí","sí","residencial",12,409,47.9
"casa","sierra",110,7,"sí","no","residencial",10,403.7,43.38
"casa","costa",132.6,3,"no","no","residencial",6,203.6,27.54
"casa","costa",91,4,"no","no","residencial",10,174.9,21.08
"casa","oriente",98.1,6,"no","no","industrial",8,214.3,36.74
"departamento","costa",72.9,2,"sí","no","residencial",8,225.3,29.2
"departamento","sierra",69.1,3,"no","no","residencial",6,162.4,22.21
"casa","oriente",120.4,5,"no","no","residencial",9,195,25.99
"departamento","costa",77.7,4,"sí","no","residencial",8,293.1,32.19
"casa","costa",80.7,3,"no","no","residencial",7,152,21.66
"casa","sierra",94.4,4,"no","sí","residencial",11,261.6,32.74
"casa","sierra",122.9,3,"no","no","residencial",7,148,20.1
"casa","sierra",129.4,5,"no","no","residencial",8,213.2,27.22
"departamento","costa",109,4,"no","no","industrial",9,155,29.23
"departamento","costa",91.7,3,"sí","no","residencial",9,243.2,28.31
"casa","sierra",119.5,6,"no","sí","residencial",9,257.7,35.12
"departamento","oriente",92.1,2,"no","no","residencial",7,92.5,13.63
"casa","sierra",98,5,"no","no","residencial",11,234.5,27.42
"casa","costa",74.3,7,"no","no","residencial",10,266.8,33.26
"casa","sierra",115.1,7,"no","sí","residencial",11,324.5,38.95
"casa","sierra",114.1,6,"no","sí","residencial",8,287.1,35.52
"casa","sierra",103.6,5,"no","no","residencial",13,241.2,32.76
"casa","sierra",75.1,2,"sí","sí","residencial",10,323.4,38.41
"casa","sierra",92.7,6,"no","no","residencial",7,227.8,26.03
"casa","costa",149.8,3,"no","no","residencial",7,175.8,22.99
"departamento","oriente",57.7,4,"no","no","residencial",7,117.8,15.71
"casa","costa",119.6,2,"no","no","comercial",10,171.7,28.49
"departamento","costa",73.2,7,"no","no","residencial",10,216.9,31.11
"casa","costa",153.7,3,"no","no","residencial",8,139.4,19.81
"casa","costa",122.9,3,"sí","no","residencial",6,277.9,33.11
"casa","costa",160.5,2,"no","no","residencial",11,180,26.19
"departamento","sierra",100.9,3,"no","sí","residencial",10,289.5,36.26
"casa","sierra",89,6,"no","no","comercial",10,271.2,35.38
"casa","costa",122.2,5,"sí","no","residencial",12,331.5,36.15
"departamento","costa",89.2,3,"sí","no","residencial",8,232.3,28.09
"casa","oriente",107.4,4,"no","no","comercial",7,196,27.03
"casa","oriente",112.3,6,"no","no","residencial",4,190.3,28.96
"casa","sierra",120.6,4,"sí","no","comercial",6,241.9,34.59
"casa","oriente",81.4,6,"sí","no","residencial",5,292.4,35.26
"casa","sierra",77.2,6,"sí","no","residencial",4,271.4,32.81
"casa","costa",105.6,5,"sí","no","residencial",3,242,32.03
"casa","costa",128.7,4,"no","no","comercial",7,143,26
"casa","sierra",142.6,5,"no","no","residencial",9,197.9,29.73
"casa","oriente",71.5,3,"sí","no","residencial",6,208.6,29.23
"departamento","costa",75.7,3,"sí","no","residencial",8,204.9,27.11
"casa","sierra",101.7,5,"sí","no","comercial",6,314.8,41.09
"casa","costa",108.1,6,"sí","no","residencial",12,328.1,39.87
"casa","costa",139.8,4,"no","no","residencial",5,170.8,23.81
"casa","sierra",160.3,5,"no","no","residencial",11,264.5,32.18
"casa","oriente",113.4,3,"no","no","residencial",7,127.6,21.15
"departamento","sierra",81,4,"sí","no","residencial",5,326.1,41.62
"departamento","costa",50,7,"sí","no","industrial",10,348.8,59.18
"casa","costa",175.1,2,"sí","no","residencial",10,259.1,28.22
"casa","costa",119.4,4,"sí","no","residencial",8,319.6,39.69
"casa","costa",134.2,5,"sí","no","residencial",10,299.9,34.81
"casa","costa",129.2,3,"sí","no","comercial",7,229.7,37.52
"casa","costa",94.8,2,"sí","no","residencial",7,218.7,26.27
"casa","costa",123.3,2,"no","no","residencial",6,129.1,15.74
"departamento","sierra",53.7,3,"no","no","residencial",7,112.3,19.84
"condominio","sierra",102,6,"no","no","residencial",7,184.1,23.06
"departamento","costa",86.2,5,"no","no","comercial",9,210.6,29.54
"departamento","costa",60.6,5,"sí","no","residencial",7,257.6,34.01
"departamento","costa",52.5,3,"sí","no","residencial",8,282.5,38.07
"casa","costa",121.2,2,"no","no","residencial",7,143.5,24.22
"casa","oriente",122,7,"no","no","residencial",5,195.3,23.31
"casa","costa",122.1,3,"no","no","comercial",2,99,16.57
"departamento","oriente",118.6,5,"sí","no","residencial",5,271.7,33.73
"casa","sierra",107.7,6,"sí","sí","industrial",7,376.6,60.27
"casa","costa",108.7,3,"sí","no","comercial",6,288.4,41.14
"departamento","costa",60.2,3,"sí","no","residencial",8,256.3,27.86
"departamento","sierra",134.6,6,"sí","no","comercial",6,324.9,42.53
"casa","costa",105.6,7,"sí","no","residencial",5,372.9,44.49
"casa","costa",146.7,7,"sí","no","industrial",10,303.7,51.15
"casa","costa",95.6,1,"sí","no","residencial",7,220.6,27.21
"casa","oriente",148,4,"sí","no","comercial",6,293.3,44.38
"departamento","sierra",86.6,3,"no","no","industrial",8,204,33.36
"casa","sierra",103.6,4,"no","no","comercial",7,180.3,29.17
"casa","costa",126.2,3,"sí","no","comercial",11,233.1,31.3
"condominio","sierra",122.7,4,"no","sí","industrial",8,247.8,45.36
"casa","oriente",138.7,3,"no","no","residencial",5,125.4,16.66
"departamento","costa",84.5,4,"sí","no","residencial",10,281.5,35.42
"departamento","sierra",71.6,4,"no","no","residencial",10,195.7,23.3
"departamento","sierra",50,3,"no","sí","residencial",9,238.7,28.43
"departamento","costa",60.4,2,"sí","no","residencial",9,336.1,38.57
"departamento","costa",57.8,4,"sí","no","residencial",5,269.5,33.5
"departamento","oriente",92.2,4,"sí","no","residencial",9,260.4,34.98
"casa","costa",111.4,6,"no","no","residencial",7,202.8,23.58
"casa","sierra",129.9,3,"no","no","residencial",7,137.6,16.27
"casa","costa",135.4,5,"sí","no","residencial",9,330.8,39.37
"casa","costa",137.7,5,"sí","no","residencial",8,301.4,38.39
"casa","costa",156.8,3,"no","no","industrial",6,119,22.55
"casa","costa",112,5,"sí","no","residencial",7,297.5,33
"casa","sierra",113.6,4,"sí","no","residencial",7,267.7,36.74
"casa","sierra",106.2,3,"no","no","residencial",10,162,21.28
"departamento","costa",106.4,5,"no","no","residencial",6,204.3,27.92
"casa","costa",111.5,6,"no","no","comercial",6,213.8,29.06
"casa","costa",118.9,5,"sí","no","residencial",10,325.9,41.96
"casa","oriente",107.9,6,"no","no","residencial",8,198.7,28.08
"departamento","oriente",74.9,3,"sí","no","residencial",7,274.8,31.47
"casa","costa",126,5,"sí","no","residencial",12,318.1,37.5
"departamento","oriente",61.2,7,"no","no","comercial",4,128.4,21.59
"casa","costa",138.9,1,"sí","no","comercial",5,218.4,32.93
"casa","sierra",96.6,4,"no","sí","residencial",8,246,31.74
"casa","costa",137,3,"no","no","residencial",9,167.5,25.24
"departamento","oriente",66.3,3,"no","no","residencial",10,181.3,25.37
"departamento","costa",61.8,5,"no","no","residencial",11,178.4,25.64
"condominio","sierra",123.1,2,"no","no","comercial",8,120.7,21.31
"departamento","sierra",79.7,5,"sí","no","residencial",10,322.1,41.13
"casa","costa",124.3,5,"sí","no","residencial",10,290.8,38.41
"casa","costa",148.3,3,"sí","no","residencial",10,251.6,34.46
"departamento","sierra",95.4,4,"no","sí","residencial",8,264.5,33.53
"departamento","costa",78.4,5,"sí","no","comercial",10,299.2,38.42
"casa","sierra",101,6,"no","no","residencial",9,204.3,22.78
"departamento","costa",85.3,3,"sí","no","residencial",9,251.5,30.3
"departamento","oriente",72.5,3,"no","no","residencial",9,177.5,27.14
"casa","costa",136.6,5,"sí","no","residencial",8,317.2,40.61
"casa","costa",97.5,5,"no","no","residencial",7,205.2,25.51
"condominio","sierra",86.2,3,"no","no","comercial",5,131,24.94
"condominio","sierra",157.1,3,"no","sí","residencial",5,179.2,21.51
"departamento","costa",106.8,3,"sí","no","residencial",5,224.8,28.15
"casa","sierra",98.7,4,"no","no","industrial",8,144.5,28.77
"departamento","costa",69.8,7,"no","no","residencial",7,236.6,30.19
"casa","costa",117.8,4,"sí","no","residencial",2,272.4,34.87
"casa","oriente",105.1,4,"no","no","residencial",11,223.3,29.54
"casa","costa",137.6,6,"no","no","residencial",11,225.5,29.11
"casa","oriente",125,3,"no","no","residencial",8,110.7,13.34
"casa","sierra",151.8,2,"no","sí","residencial",8,310.6,35.86
"condominio","sierra",97.8,4,"no","no","residencial",8,149,18.79
"casa","costa",137.8,4,"sí","no","industrial",9,285.4,51.79
"casa","oriente",126.9,4,"no","no","comercial",8,164.4,28.83
"casa","sierra",91.7,3,"no","sí","residencial",9,232.2,32.77
"casa","costa",92,4,"sí","no","residencial",9,334.4,43.05
"departamento","sierra",81.6,4,"no","no","residencial",12,246.9,31.57
"casa","oriente",84.5,3,"sí","no","residencial",9,213.6,27
"casa","oriente",101.3,4,"no","no","residencial",13,164.4,24.55
"casa","costa",133.6,4,"sí","no","comercial",10,251.3,37.39
"condominio","costa",113.7,2,"sí","no","residencial",10,258.4,31.69
"casa","sierra",110.8,3,"no","no","residencial",8,172.9,26.3
"casa","sierra",121,3,"sí","no","residencial",8,280.9,30.31
"casa","costa",96.5,6,"sí","no","residencial",10,316.6,41.16
"casa","costa",117.9,4,"no","no","industrial",11,212.5,35.38
"departamento","sierra",98,3,"no","sí","industrial",9,209.4,38.05
"departamento","costa",105.4,6,"no","no","comercial",11,163.7,22.05
"casa","costa",94.8,5,"no","no","residencial",4,149.9,19.69
"departamento","oriente",72.9,2,"no","no","residencial",6,101.8,19.14
"departamento","costa",77,3,"sí","no","residencial",8,279.1,37.21
"casa","sierra",123.2,5,"no","no","industrial",8,137.6,26.93
"casa","costa",94.7,4,"sí","no","comercial",9,275.1,36.46
"casa","costa",123.2,7,"sí","no","comercial",12,317.1,45.15
"casa","costa",130.3,4,"no","no","comercial",10,194,32.74
"departamento","sierra",111.9,2,"no","sí","comercial",7,227.5,30.25
"casa","sierra",97.1,4,"no","sí","residencial",10,240,29.23
"casa","costa",131.3,4,"no","no","comercial",8,187.7,30.46
"condominio","costa",93.7,4,"no","no","residencial",11,188.6,24.74
"casa","costa",86,5,"sí","no","residencial",6,315.1,41.28
"casa","oriente",159.3,5,"no","no","residencial",13,235.6,32.06
"departamento","costa",59.8,7,"no","no","comercial",6,203.7,28.88
"departamento","oriente",66.2,5,"no","no","residencial",7,197.3,29.63
"casa","costa",113.9,3,"sí","no","residencial",8,258.6,33.43
"casa","sierra",126,1,"no","sí","comercial",11,215.5,35.17
"condominio","sierra",102.6,1,"no","no","residencial",6,50,8.97
"casa","costa",89.7,4,"no","no","comercial",9,226.4,29.23
"departamento","oriente",65.3,2,"no","no","residencial",6,131.9,19.49
"condominio","sierra",112.7,7,"no","no","residencial",12,287.7,31.39
"casa","costa",101.9,2,"sí","no","residencial",4,281.7,31.65
"casa","costa",124.3,6,"sí","no","residencial",10,281.9,33.6
"casa","costa",122.1,5,"sí","no","industrial",11,329.4,54.14
"departamento","sierra",98.7,5,"no","no","industrial",11,200.2,39.68
"casa","oriente",132.4,6,"no","no","residencial",11,267.6,36.04
"casa","costa",127.1,4,"no","no","residencial",8,172.5,21.89
"casa","costa",140.5,4,"sí","no","residencial",6,277.1,33.61
"casa","costa",126.6,3,"no","no","industrial",10,176.2,29.72
"casa","costa",103.5,7,"sí","no","industrial",8,344,57.64
"casa","sierra",113.2,3,"no","no","residencial",9,102.3,17.76
"casa","sierra",106.4,7,"no","no","residencial",8,226,24.72
"casa","costa",104.9,4,"sí","no","residencial",8,282.7,32.79
"departamento","costa",104.1,7,"sí","no","comercial",8,374.2,48.95
"casa","sierra",140.1,5,"sí","no","industrial",5,285.4,45.89
"casa","costa",127.1,2,"sí","no","residencial",8,243.8,28.11
"condominio","costa",100.1,4,"no","no","comercial",10,199,28.05
"casa","oriente",119.8,4,"no","no","residencial",9,178.2,21.64
"casa","costa",109.7,4,"sí","no","residencial",9,284.3,33.89
"departamento","oriente",89.8,3,"no","no","residencial",6,147.8,22.73
"condominio","sierra",72.8,6,"no","sí","residencial",12,287.4,32.19
"casa","costa",96.7,5,"sí","no","residencial",7,311.2,40.24
"casa","sierra",133.3,4,"no","no","residencial",10,162.5,24.29
"departamento","sierra",63.4,5,"no","no","residencial",12,189.8,21.38
"casa","sierra",135.4,7,"no","sí","comercial",11,309.2,43.51
"casa","costa",121.9,2,"no","no","residencial",4,141.9,21.06
"departamento","sierra",84.5,6,"no","no","residencial",9,222.3,25.07
"casa","sierra",115.7,7,"no","sí","comercial",9,309.5,39.31
"casa","costa",110.4,7,"no","no","comercial",12,235.4,33.8
"departamento","sierra",113.9,5,"sí","sí","residencial",7,355,38.53
"departamento","costa",72.2,5,"sí","no","comercial",9,324.7,41.38
"departamento","sierra",129.1,2,"no","no","residencial",7,127.6,20.7
"casa","costa",125,3,"sí","no","residencial",7,237.5,29.82
"casa","costa",120.8,3,"sí","no","residencial",8,248.2,30.8
"departamento","oriente",91.5,5,"sí","no","residencial",9,284.9,36.05
"departamento","costa",94.6,4,"sí","no","residencial",10,277.5,30.66
"casa","costa",88.1,5,"sí","no","industrial",7,305.3,47.91
"casa","sierra",117.5,7,"no","no","residencial",13,273.7,29.43
"casa","sierra",123.9,4,"no","no","comercial",10,165.1,22.42
"casa","costa",94.3,2,"sí","no","residencial",7,222.9,30.2
"departamento","costa",57.6,4,"sí","no","industrial",6,266.5,47.61
"casa","sierra",108.6,7,"no","sí","industrial",9,319.8,55.73
"casa","costa",130.8,2,"no","no","residencial",7,147.5,18.85
"departamento","costa",70.4,4,"no","no","comercial",9,187.8,32.33
"casa","sierra",101.8,3,"no","no","residencial",7,156.6,22.85
"condominio","sierra",70.1,3,"sí","no","comercial",5,182.9,31.24
"casa","costa",84.5,5,"sí","no","residencial",12,350.7,41.64
"departamento","costa",94.3,4,"sí","no","residencial",7,307.3,35.91
"departamento","oriente",95.9,3,"sí","no","residencial",6,234.9,29.83
"casa","oriente",94.2,5,"no","no","comercial",5,196.2,29.1
"departamento","costa",59.1,4,"sí","no","residencial",5,312.2,34.05
"casa","sierra",121.5,5,"no","no","residencial",6,190.7,24.47
"condominio","costa",140.7,7,"sí","no","comercial",9,343.9,43.43
"casa","sierra",155.2,4,"no","no","residencial",11,206.6,25.45
"casa","costa",112.9,7,"sí","no","residencial",9,306.9,34.74
"departamento","sierra",65.3,6,"no","sí","comercial",10,331,41.92
"casa","costa",157,4,"sí","no","residencial",8,251.6,30.71
"casa","costa",149.8,6,"sí","no","comercial",13,360.4,50.68
"condominio","sierra",67.1,4,"sí","sí","residencial",8,381.8,44.25
"casa","costa",96.5,6,"no","no","residencial",10,207.3,29.09
"casa","sierra",134.6,5,"no","no","residencial",9,247.4,32.82
"casa","sierra",116.8,4,"no","sí","industrial",6,241.8,39.89
"departamento","sierra",50,3,"no","no","residencial",8,183,21.45
"casa","sierra",122.4,3,"no","no","comercial",7,138.6,20.98
"departamento","sierra",112,4,"sí","no","residencial",11,290,31.32
"casa","costa",120.5,6,"no","no","comercial",7,184.8,27.84
"condominio","sierra",117.8,5,"no","sí","residencial",9,280.5,37.21
"casa","sierra",102.8,2,"no","sí","residencial",8,192.7,21.88
"casa","sierra",118,4,"no","sí","residencial",9,244.4,31.49
"casa","costa",139,1,"sí","no","residencial",5,220.9,26.05
"departamento","sierra",77.1,3,"no","sí","residencial",7,200.1,24.72
"condominio","costa",98.7,6,"no","no","residencial",11,258.3,29.24
"casa","costa",123.7,3,"sí","no","residencial",7,285,35.56
"casa","sierra",99.8,6,"no","sí","residencial",10,254.2,29.11
"casa","costa",103.6,2,"sí","no","residencial",9,257,30.96
"departamento","costa",71.2,4,"sí","no","residencial",9,279.9,35.57
"casa","sierra",100.4,4,"no","sí","residencial",5,172.3,24.87
"casa","costa",142.8,5,"no","no","residencial",10,212.7,29.21
"casa","sierra",102.4,5,"no","no","comercial",12,183.6,29.37
"casa","oriente",117.7,2,"no","no","residencial",8,93.9,15.59
"casa","costa",147.1,4,"no","no","residencial",8,172.8,25.14
"casa","costa",111.4,7,"sí","no","residencial",11,328.3,37.68
"casa","sierra",105.5,3,"no","no","residencial",5,112.6,14.05
"casa","sierra",124.3,4,"no","sí","industrial",8,269.1,45.76
"departamento","costa",80.6,5,"sí","no","residencial",8,293.4,32.51
"condominio","costa",104,2,"sí","no","residencial",11,282.4,38.13
"casa","costa",101.2,4,"no","no","comercial",11,209.3,30.59
"casa","sierra",106.3,2,"no","sí","residencial",9,219.6,27.48
"casa","costa",132,5,"sí","no","comercial",8,252.5,35.08
"departamento","sierra",50,5,"no","no","residencial",10,236.3,28.36
"casa","costa",144.4,5,"no","no","residencial",5,146.6,24.64
"departamento","costa",85.6,3,"no","no","residencial",9,152.9,20.72
"casa","costa",89.7,4,"no","no","comercial",9,153.8,27.44
"casa","costa",82,1,"sí","no","residencial",7,270.7,31.45
"casa","sierra",101.3,4,"sí","no","comercial",8,235.8,30.92
"casa","costa",141.6,5,"sí","no","residencial",10,336.5,40.31
"departamento","costa",87.5,4,"sí","no","residencial",11,334.4,39.69
"departamento","oriente",74.8,4,"no","no","residencial",5,177.3,26.39
"casa","costa",124.6,5,"sí","no","residencial",9,311.9,40.3
"casa","sierra",145.1,4,"no","no","residencial",9,157.7,22.3
"casa","costa",117.7,2,"no","no","comercial",5,121.4,17.81
"casa","sierra",116,2,"sí","sí","residencial",9,358,40.07
"departamento","costa",73.1,3,"sí","no","comercial",11,275.5,42.87
"casa","costa",115.9,5,"no","no","comercial",11,260.4,38.2
"casa","costa",80.6,5,"no","no","comercial",9,260,33.76
"condominio","costa",96.9,5,"no","no","residencial",12,224.7,26.45
"casa","sierra",166,3,"sí","no","residencial",8,251.6,28.33
"casa","oriente",117.3,2,"no","no","residencial",6,147.6,18.28
